#timestamp_lkf,x,y,z,qw,qx,qy,qz
1620391275992338008,0.018367749291834996328,-0.01220543005973439947,0.21691277837208836066,0.99993221138522481173,-0.0021966321207905203927,0.011403448489813953343,0.00084190505402862412816
1620391276192344008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391276392352008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391276592367008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391276792368008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391276992382008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391277192382008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391277392396008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391277659028008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391277859042008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391278125797008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391278325797008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391278525806008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391278725811008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391278925827008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391279192454008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391279392463008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391279592468008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391279792482008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391279992483008,0.01690591277099228254,-0.019470612546408916366,0.2182128232838143056,0.99997157091265465034,-0.0071584746206773287175,0.00022514159341576687459,-0.0023585840764664138709
1620391280192489008,0.14961780760312234917,0.0034343961077985579906,0.24174653432017947918,0.99990350063723898444,-0.0011159227053588705817,-0.013836486424276263699,-0.00054385047715434415867
1620391280392497008,0.27649257129941717803,-0.15978986542980228025,0.12823089812565574563,0.99995869607147747082,-0.0062153024177550621199,-0.0041290784526865961096,-0.0051891114863672812424
1620391280592512008,0.26706338973083892929,-0.13781967818467588671,0.25189333841213901177,0.99996847233318186809,-0.0056031638078157704197,0.004783848881722289198,-0.0029620406584345893887
1620391280792512008,0.26706338973083892929,-0.13781967818467588671,0.25189333841213901177,0.99996847233318186809,-0.0056031638078157704197,0.004783848881722289198,-0.0029620406584345893887
1620391280992520008,0.2244476337018540546,-0.13099224407936277403,0.12175940682571648188,0.99998108787184059043,-0.0040457489474717668945,-0.0001914420402513318097,-0.0046280842742295862785
1620391281192527008,0.097091405385875254042,0.0030834885626283806311,0.1339161240774374706,0.99993026863916578684,-0.0041703451346956467785,-0.010936379317535990102,-0.0015689767640695701217
1620391281392539008,0.14055779132393425579,-0.041430988260527164269,0.10464557633892392075,0.99986730512289823114,-0.005511035930298348838,-0.015100847524129427935,-0.0026391349531582645668
1620391281592665008,0.14055779132393425579,-0.041430988260527164269,0.10464557633892392075,0.99986730512289823114,-0.005511035930298348838,-0.015100847524129427935,-0.0026391349531582645668
1620391281792672008,0.13248162074468319838,-0.012794139362797102635,0.0055451305203144700059,0.99992655785396711288,-0.0051542998342419292165,-0.010017652196880076632,-0.0044675201172422965984
