#timestamp_lkf,x,y,z,qw,qx,qy,qz
1620391275992338008,0.084366839115148029027,-0.056997574431535046047,0.99480325339568553833,0.99993221138522481173,-0.002196632120790519959,0.011403448489813953343,0.00084190505402862401974
1620391276192344008,0.077210110768784645519,-0.083935073812574548247,0.99347546631970207187,0.99997157091265453932,-0.0071584746206773295849,0.0002251415934157669288,-0.0023585840764664138709
1620391276392352008,0.8130909564543524759,-0.45301061603206888018,0.36560152939285112117,0.99995366845417210655,-0.003605109847864974848,-0.0086951926066957466177,-0.002014386646307633668
1620391276592367008,0.55822909728314384914,-0.37242494357441641162,0.74140403043822111773,0.99991284551819437088,-0.0084741380540072942795,-0.010011630417754713296,-0.0015025339688232411568
1620391276792368008,0.89642284282483819524,-0.43526062000682158581,0.083512152008631962419,0.99990571367158631588,-0.0079361524551071326722,-0.010745971955830322872,-0.0031788894049970847604
1620391276992382008,0.81027464315985942012,-0.54376459272166732806,0.21857509088274842957,0.99995677686694717234,-0.0067225897087215373549,-0.0035712457913098212894,-0.005338294575282111383
1620391277192382008,0.99408204425764767898,-0.068207695684818395176,0.084549391091264053388,0.99996142072338944917,-0.0029922832044580660246,0.0078455059812229856891,-0.0025790195779405089213
1620391277392396008,0.46180945723172045492,-0.85489170725595164946,0.23641530000477581352,0.99993667414435760676,-0.0060450417681850998619,0.0094900883778010515501,-0.00020831160080192563026
1620391277659028008,0.39325059989672833671,-0.88873369009617109171,0.23559794941574938032,0.99980953060187083281,-0.012530124103236988525,-0.014745487851735742529,-0.0025434416915440425343
1620391277859042008,0.49080270783230472986,-0.74531882729174847579,0.45123447083409973235,0.99948782784890632946,-0.0072380051366361230353,-0.031151154203021617223,-0.0011396733464148522171
1620391278125797008,0.80840139023618995395,-0.40407575418692437408,0.42803034605324835615,0.99918631014646674959,-0.008909039143913256853,-0.038896523534099211594,-0.0058657560793278721439
1620391278325797008,0.78677529174331828354,-0.39066415732954012929,0.47787671682162619069,0.99988332550158331991,-0.0037129746795092786679,-0.014771273475073174938,-0.0011656255181685024579
1620391278525806008,0.73355613763249627457,-0.60372523536864619587,0.31210772678799025837,0.99985677113495519119,-0.010157010478545759613,-0.012946064684459355695,-0.003958757747848679065
1620391278725811008,0.91972193382007982887,-0.38293545903443676481,0.08644072341401252968,0.99994333166373761124,-0.00064673308881513518094,-0.010541395898376165405,-0.0013394663302652670515
1620391278925827008,0.77300599410224479779,-0.59107732923439404438,0.23041120620997551649,0.99991934591446407499,-0.0084005841557750499798,-0.0090636076588273065124,-0.0029296532284237980504
