#timestamp,x,y,z,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz
1620391275792211008,0,0,0,0.99946890563602819313,-0.030203311764220128199,0.012233831173980462548,-1.084778292122609816e-19,0,0,0,0.030758543197743983683,-0.072851684876844971517,-0.11528428078985086813,-0.026257298384292110383,-0.064824939784492330297,1.0714327871546949211
1620391275992338008,0.024702802720123054336,0.0070836773741713319683,-0.020708577384454945891,0.99725788834813589023,-0.030324530483476847681,0.067505763710260707766,0.0003143950830371055943,0.28047025041973494552,0.069647825441466887364,-0.21357364775122000822,0.03075785488328233036,-0.072868077697523014891,-0.11528453442490611824,-0.029365608811729226879,-0.06469142576420895685,1.0709256639299538083
1620391276192344008,0.16540471681737384246,0.0078149482750441857243,-0.093163295380595173567,0.99082258846462700763,-0.01921659031634091741,0.13378162052975628438,0.0019490647250852998797,0.89044904571264282822,0.04920580589565906604,-0.51143872407846902028,0.030745373672416878574,-0.072930766406966746063,-0.11529171250383932201,-0.032923947418728831404,-0.063621577723425873363,1.0675525461780723813
1620391276392352008,0.38144768294009290255,0.019129308614582458958,-0.22552414040671231454,0.98992348246160244418,-0.019322564979185986173,0.13981878596838950846,0.011350966656826383741,1.3595157103924382369,0.10565339539390372625,-0.80397862200842973301,0.03074454379273756921,-0.072934758150795572784,-0.11529203448639190055,-0.032838056676274762768,-0.063661213379412953661,1.0677692978296868809
1620391276592367008,0.6875582983879623411,0.040665243169924480959,-0.40446821377679625931,0.98850957587829424433,-0.019504467429050927757,0.14837251160316247689,0.021307086797433733016,1.8525661540113032011,0.12508217987115874403,-1.0518480573598572025,0.030744427734088607129,-0.07293523481474786796,-0.11529206605570821442,-0.032838055031794696759,-0.06366121378778377693,1.0677692980847703907
1620391276792368008,1.0777647651358686076,0.073851672914749935672,-0.63110424053934566224,0.98694789127643967053,-0.021219670055533362135,0.15634539122716001325,0.032244443703520864197,2.2776304633102317787,0.19225086513175465575,-1.3551323238532815285,0.030744427734088641824,-0.072935234814747798571,-0.11529206605570821442,-0.032838055031793315919,-0.063661213787784179385,1.0677692980847750537
1620391276992382008,1.5273490840764485377,0.11682308923506261322,-0.89460451303818067093,0.98562575669493213137,-0.026145789793992353645,0.16287712954493116513,0.036459650118924394335,2.7120615460504007288,0.27555425896213847636,-1.625426497288954053,0.030744427734088641824,-0.072935234814747798571,-0.11529206605570821442,-0.032838055031793697558,-0.063661213787784165508,1.0677692980847761639
1620391277192382008,2.0929475690816148337,0.17008399126108011967,-1.2245367033448144589,0.98531897136642532242,-0.030073680324115753537,0.16552096015905670701,0.029067338460826767227,3.2485692168580992956,0.29750876546134624734,-1.8976063672161316287,0.030744427734088645293,-0.072935234814747798571,-0.11529206605570821442,-0.032838055031793218774,-0.063661213787784234897,1.0677692980847741655
1620391277392396008,2.7303815171274332663,0.22875348976921280886,-1.589466403729539179,0.98452558099622022869,-0.032023551070176091427,0.17117531579160405464,0.019567416910651298095,3.7608776501511247403,0.3566269564401644554,-2.1384271306347821806,0.030744427734088638354,-0.072935234814747798571,-0.11529206605570821442,-0.032838055031794211036,-0.063661213787784262652,1.0677692980847759419
1620391277659028008,3.7313414731328022889,0.33007895300234169067,-2.1599705315859130117,0.98182322990783599259,-0.032242653595524251031,0.18390137414423635143,0.034115115276444382686,4.433907047996189732,0.48264079697606943054,-2.5247387145174546852,0.030744427734088645293,-0.072935234814747840204,-0.11529206605570821442,-0.03283805503179412083,-0.06366121378778427653,1.0677692980847748316
